,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
water_left_01,dirty_right_01,,,,,,,,,,,,,,,dirty_01,dirty_bottom_01,dirty_bottom_01,dirty_01,dirty_left_01,petrol_right_01,,,,,,,,,,petrol_top_01,petrol_top_01,petrol_full_top_left_01,dirty_right_01,factory_industrial_part_left,factory_industrial_part_top,,,,,,,,,,,,dirty_01,,,dirty_left_01,@,petrol_full_bottom_left_01,,@,petrol_right_01,@,factory_industrial_pipe_right,misc_barrel,@,,factory_industrial_pipe_left,@,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_01,petrol_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,@,,,,,,,,,petrol_right_01,,,,,,,,,@,petrol_left_01,,
water_left_01,dirty_right_01,,,,,,,,,,,,,,,dirty_left_01,water_top_right_01,water_top_left_01,dirty_right_01,dirty_left_01,petrol_right_01,,,,,,,,,,,,petrol_left_01,dirty_right_01,,factory_industrial_part_top,,,,,,,,,,,,,,,dirty_left_01,@,garden_dirty_1,bg,@,petrol_right_01,@,@,@,@,garden_dirty_1,,@,@,@,@,@,@,@,@,petrol_right_01,petrol_left_01,water_top_right_01,water_top_01,water_top_01,water_top_01,water_top_left_01,@,,,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,@,petrol_left_01,,
water_left_01,dirty_right_01,,,,,,,,dirty_01,,,,,,,dirty_left_01,water_right_01,water_left_01,dirty_right_01,dirty_left_01,petrol_right_01,,,,,,,,,,,,petrol_left_01,dirty_right_01,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,@,,,@,petrol_right_01,@,factory_industrial_pipe_right,,@,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,@,petrol_right_01,petrol_left_01,water_right_01,water_01,water_01,water_01,water_left_01,@,,bg,,,,,,,petrol_right_01,,,,,,,,,@,petrol_left_01,,
water_left_01,dirty_right_01,,,,,,,,,,,,,,,dirty_left_01,water_right_01,water_left_01,dirty_right_01,dirty_left_01,petrol_right_01,,,,,,,,,,,,petrol_left_01,dirty_right_01,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,,,dirty_left_01,@,@,@,@,@,@,@,@,@,@,@,@,,,@,petrol_right_01,@,factory_industrial_pipe_right,,outside_metal_door_01_close,,bg,,,,,,,garden_dirty_2,@,petrol_right_01,petrol_left_01,water_right_01,water_01,water_01,water_01,water_left_01,@,,,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,@,petrol_left_01,,
water_left_01,dirty_right_01,,,,,factory_industrial_pipe_middle,,,,,,,,,,dirty_left_01,water_right_01,water_left_01,dirty_right_01,dirty_left_01,petrol_right_01,,,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,dirty_bottom_right_01,,,,,,dirty_left_01,@,military_crate,misc_barrel,misc_barrel,crate,crate,@,factory_industrial_pipe_right,garden_dirty_1,misc_barrel,crate,outside_metal_fence_1,,,@,petrol_right_01,@,factory_industrial_pipe_right,,@,garden_dirty_2,,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,@,petrol_right_01,petrol_left_01,water_right_01,water_01,water_01,water_01,water_left_01,@,,,,,,,,,petrol_right_01,,,,,,,,,@,petrol_left_01,,
water_left_01,dirty_right_01,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,,,dirty_bottom_left_01,water_right_01,water_left_01,dirty_right_01,dirty_left_01,petrol_right_01,,petrol_left_01,water_top_right_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_left_01,dirty_right_01,,,,,dirty_left_01,@,garden_dirty_1,,,,,@,factory_industrial_pipe_right,,garden_dirty_1,,outside_metal_fence_1,,,@,petrol_right_01,@,factory_industrial_pipe_right,misc_barrel,@,garden_dirty_2,,,,,,,misc_barrel,misc_barrel,@,petrol_full_right_01,petrol_full_bottom_left_01,water_bottom_right_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_left_01,@,misc_barrel,,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,@,petrol_left_01,,
water_left_01,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,,dirty_left_01,water_top_right_01,,water_left_01,dirty_right_01,dirty_left_01,petrol_full_right_01,petrol_bottom_01,petrol_full_bottom_left_01,water_right_01,,,,,,,,,,water_left_01,dirty_right_01,,,,,dirty_left_01,@,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,@,factory_industrial_pipe_right,bg,,,outside_metal_fence_1,,garden_dirty_1,@,petrol_right_01,@,@,@,@,@,@,@,@,@,@,outside_metal_door_01_close,@,@,@,@,@,@,@,@,@,@,@,misc_barrel,,,,,,,,petrol_right_01,,,,,,,,,@,petrol_left_01,,
water_top_01,water_top_01,water_top_01,water_top_01,water_top_left_01,dirty_bottom_right_01,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,dirty_left_01,water_right_01,,water_left_01,dirty_right_01,,dirty_top_01,dirty_top_01,dirty_top_left_01,water_right_01,,,,,,,,,,water_left_01,dirty_right_01,,,,,dirty_left_01,@,,,,,,@,factory_industrial_pipe_right,,,,outside_metal_door_01_open,,,@,petrol_vertical_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_horizontal_bottom_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,@,factory_industrial_pipe_right,,,garden_dirty_1,factory_industrial_pipe_left,factory_industrial_pipe_valve,@,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_right,misc_barrel,,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,@,petrol_left_01,,
,,,,,water_top_left_01,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_01,factory_industrial_part_top,,,factory_industrial_part_top,dirty_bottom_left_01,water_right_01,,water_left_01,dirty_right_01,misc_barrel,misc_barrel,misc_barrel,dirty_left_01,water_right_01,,,,,,,,,,water_left_01,dirty_right_01,,,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,@,factory_industrial_pipe_middle,factory_industrial_pipe_right,,garden_dirty_1,crate,@,factory_industrial_pipe_right,,garden_dirty_1,garden_dirty_1,outside_metal_fence_1,,,@,petrol_right_01,petrol_01,petrol_01,petrol_01,petrol_left_01,@,@,@,@,@,,,,,,,@,,,,,,,,,,,,petrol_full_top_right_01,petrol_top_01,petrol_top_01,,,,,,,,,,@,petrol_left_01,,
,,,,,,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,factory_industrial_part_top,,,factory_industrial_part_top,water_top_01,,,water_left_01,dirty_right_01,misc_barrel,misc_barrel,,dirty_bottom_left_01,water_right_01,,,,,,,,,,water_left_01,dirty_right_01,,dirty_01,@,@,@,@,@,@,outside_metal_door_01_open,@,@,@,@,@,@,@,@,,,@,petrol_right_01,petrol_01,petrol_01,petrol_01,petrol_left_01,@,factory_industrial_pipe_valve,factory_industrial_pipe_right,military_crate,@,garden_dirty_1,,@,@,outside_metal_door_01_open,@,@,,,,,,,,,misc_barrel,misc_barrel,misc_barrel,petrol_right_01,,,,,,,,,,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,water_left_01,dirty_bottom_right_01,dirty_bottom_01,dirty_bottom_01,dirty_bottom_left_01,water_top_right_01,,,,,,,,,,,water_left_01,dirty_right_01,,dirty_01,@,factory_industrial_pipe_right,garden_dirty_1,,military_crate,@,,outside_metal_door_01_close,,,,crate,@,petrol_vertical_01,@,,,@,petrol_right_01,petrol_01,petrol_01,petrol_01,petrol_left_01,@,npc_Doc_Yu,bg,,outside_metal_door_01_close,,,@,crate,garden_dirty_1,factory_industrial_pipe_left,@,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_right,,bg,,,,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,,,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,water_top_01,water_top_01,water_top_01,water_top_01,,,,,,,,,,,,water_left_01,dirty_bottom_right_01,,dirty_01,@,factory_industrial_pipe_right,bg,garden_dirty_1,crate,@,garden_dirty_1,@,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,@,petrol_vertical_01,@,garden_dirty_1,,@,petrol_right_01,petrol_01,petrol_01,petrol_01,petrol_left_01,@,factory_industrial_pipe_valve,factory_industrial_pipe_right,misc_barrel,@,petrol_full_top_left_01,,@,,,,@,,,,,,,,,,,,outside_metal_fence_1,misc_barrel,misc_barrel,crate,factory_industrial_part_top_02,factory_industrial_part_top,factory_industrial_part_left,factory_industrial_part_left,petrol_right_01,factory_industrial_part_left,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,water_top_left_01,dirty_bottom_right_01,dirty_01,@,factory_industrial_pipe_right,misc_barrel,,crate,@,,outside_metal_fence_1,misc_barrel,,,,@,petrol_vertical_01,@,,,@,petrol_right_01,petrol_01,petrol_01,petrol_01,petrol_left_01,@,@,@,@,@,petrol_left_01,garden_dirty_1,@,,factory_industrial_pipe_left,factory_industrial_pipe_right,@,misc_barrel,misc_barrel,misc_barrel,misc_barrel,,,misc_barrel,misc_barrel,misc_barrel,,,outside_metal_fence_1,misc_barrel,,,,factory_industrial_part_top,,,petrol_right_01,misc_chain_top,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,,water_top_left_01,dirty_bottom_right_01,@,factory_industrial_pipe_right,misc_barrel,garden_dirty_1,,outside_metal_door_01_close,bg,@,@,@,@,@,@,petrol_vertical_01,@,,,@,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_horizontal_top_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,@,petrol_full_bottom_left_01,,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,@,misc_barrel,misc_barrel,misc_barrel,misc_barrel,,,,misc_barrel,misc_barrel,,,outside_metal_fence_1,military_crate,,,,factory_industrial_part_top,,,petrol_right_01,misc_chain_top,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,,,water_top_left_01,@,@,@,@,@,@,,outside_metal_fence_1,,,,crate,@,petrol_vertical_01,@,,,@,@,@,@,@,@,@,@,@,@,@,,,@,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@,misc_barrel,misc_barrel,misc_barrel,misc_barrel,,,,misc_barrel,misc_barrel,,,outside_metal_fence_1,,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,petrol_right_01,misc_hook,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,garden_dirty_1,outside_metal_fence_1,,,military_crate,crate,@,petrol_vertical_01,@,garden_dirty_1,,,,garden_dirty_1,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,garden_dirty_1,,bg,,,,,@,,bg,,,,,,,,,,,,,,misc_chainwheel_left_right,,misc_chainwheel_left_right,,petrol_right_01,misc_barrel,,,@,petrol_left_01,,
,,,,,,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,,outside_metal_fence_1,,crate,crate,crate,@,petrol_vertical_01,@,,,bg,,,,,,,,garden_dirty_1,,,,,,,,,outside_metal_door_01_close,,,,,,,,,,,bg,,,,,,,,,petrol_right_01,,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,,,,factory_industrial_part_top,,,factory_industrial_part_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,,@,@,@,@,@,@,petrol_vertical_01,@,@,@,@,@,@,@,,,@,@,@,outside_metal_door_01_close,@,@,@,@,@,@,,@,@,@,@,@,,,,,,,,misc_barrel,,,,factory_industrial_part_top_02,factory_industrial_part_top,factory_industrial_part_left,factory_industrial_part_left,petrol_right_01,factory_industrial_part_left,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,,,,,,,,,,,,,,,@,,@,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_horizontal_bottom_01,petrol_horizontal_top_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,petrol_horizontal_01,@,,garden_dirty_1,@,house_wardrobe,,,,wooden_wall_01,house_shink,,house_bath_left,@,,@,house_table,house_fridge,house_bench,window_01,,,,,,,,outside_metal_fence_1,misc_barrel,misc_barrel,,,factory_industrial_part_top,,,petrol_right_01,misc_chain_top,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,military_crate,,,,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_full_top_left_01,factory_industrial_part_left_02,,,,,,,,,,,,,,,,,,,,,,@,,@,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,@,@,@,@,@,@,@,@,,petrol_full_top_right_01,@,house_bed_right,,,,wooden_wall_01,,,factory_industrial_pipe_left,@,garden_dirty_1,@,,,,window_01,,,,,,,,outside_metal_fence_1,misc_barrel,misc_barrel,,,factory_industrial_part_top,,,petrol_right_01,misc_hook,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,bg,,factory_industrial_part_left,factory_industrial_part_top,petrol_right_01,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,,petrol_left_01,factory_industrial_part_left_02,,,,,,,,,,,,,,,,,,,,,,@,,@,@,@,@,@,@,@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,petrol_full_right_01,@,house_wardrobe,,,,wooden_wall_01,,,house_bath_left,@,bg,@,@,door_02_close,@,@,,,,,,,,outside_metal_fence_1,crate,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,petrol_right_01,misc_barrel,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,,,,factory_industrial_part_top,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,,,misc_chain_top,,petrol_full_bottom_left_01,factory_industrial_part_left_02,,,,,,,,,,,,,,,,,,,,,,@,,,,garden_dirty_1,,,,,,,,,,garden_dirty_1,,,,@,house_bed_right,,,,bg,,,factory_industrial_pipe_left,@,,outside_metal_door_01_close,,,,,,,,,,,,,,,,misc_chainwheel_left_right,military_crate,misc_chainwheel_left_right,,petrol_right_01,,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,,bg,,factory_industrial_part_top,,,,petrol_right_01,,misc_hook,petrol_left_01,,factory_industrial_part_left_02,,,,,,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,house_wardrobe,,,,wooden_wall_01,house_toilet_right,,house_bath_left,@,garden_dirty_2,@,crate,,,,crate,crate,,crate,crate,,,misc_barrel,,,,,,,,petrol_right_01,,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,,,bg,factory_industrial_part_top,,,,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,,factory_industrial_part_left_02,,,,,,,,factory_industrial_part_left_02,misc_barrel,misc_barrel,misc_barrel,misc_barrel,factory_industrial_part_left_02,,,,,,,,,@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_right,@,house_bed_right,,,,wooden_wall_01,,,factory_industrial_pipe_left,@,,@,crate,,,,crate,crate,,,,,,,,bg,,,,,,petrol_right_01,,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,factory_industrial_part_left_02,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left_02,factory_industrial_pipe_left,petrol_full_top_right_01,petrol_full_top_left_01,factory_industrial_pipe_right,factory_industrial_part_left_02,,,,,,,,,@,misc_barrel,,,,,,,,,,,,,,,,,@,house_wardrobe,,,,wooden_wall_01,house_toilet_right,,house_bath_left,@,garden_dirty_1,@,crate,,,,,,,crate,crate,,,outside_metal_fence_1,,,,factory_industrial_part_top_02,factory_industrial_part_top,factory_industrial_part_left,factory_industrial_part_left,petrol_right_01,factory_industrial_part_left,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,factory_industrial_part_left_02,,,,,,,,,bg,,,,,,,,,,,,military_crate,factory_industrial_pipe_left,petrol_full_right_01,petrol_full_bottom_left_01,factory_industrial_pipe_right,factory_industrial_part_left_02,,,,,,,,,@,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_right,,@,house_bed_right,,,,wooden_wall_01,,,factory_industrial_pipe_left,@,,@,crate,,,,,crate,,,crate,,,outside_metal_fence_1,misc_barrel,misc_barrel,,,factory_industrial_part_top,,,petrol_right_01,misc_chain_top,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left_02,misc_barrel,misc_barrel,misc_barrel,misc_barrel,factory_industrial_part_left_02,,,,,,,,,@,misc_barrel,,,,,,,,,,,,,,,,,@,@,@,door_02_open,@,@,@,@,@,@,outside_metal_door_01_close,@,@,,,,,crate,crate,,,,,outside_metal_fence_1,crate,,,,factory_industrial_part_top,,,petrol_right_01,misc_chain_top,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,@,@,@,,,,,,,,,@,@,@,,,,,,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,,@,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_right,,@,house_cupboard_01,house_cupboard_01,,house_fridge,house_shink,house_stove,house_stove,@,road_curve_top_01,road_top_01,road_curve_bottom_01,@,,,bg,,,,,,,misc_barrel,outside_metal_fence_1,crate,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,petrol_right_01,misc_hook,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,,,,,,,,,,,,,,,,,,,,,,,,@,@,,,,,,,,,,,@,misc_barrel,,,,,,,,,,,,,,,,,outside_metal_door_01_close,,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,misc_barrel,misc_barrel,misc_barrel,,,,misc_barrel,outside_metal_fence_1,misc_barrel,,,misc_chainwheel_left_right,military_crate,misc_chainwheel_left_right,,petrol_right_01,misc_barrel,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,military_crate,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,,@,house_bench,house_table,house_bench,,house_bench,house_table,house_bench,@,road_sewer_left_01,,road_sewer_right_01,@,,,,misc_barrel,misc_barrel,misc_barrel,,,misc_barrel,misc_barrel,outside_metal_fence_1,misc_barrel,misc_barrel,,,,,,petrol_right_01,,,,@,petrol_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,,,,,,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,military_crate,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,,,,,,,,,,@,@,@,@,bg,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,misc_barrel,misc_barrel,misc_barrel,crate,crate,misc_barrel,misc_barrel,outside_metal_fence_1,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,,,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,@,petrol_full_bottom_left_01,,
water_01,water_01,water_01,water_01,water_01,water_01,,,,,,,,wooden_wall_01,misc_barrel,misc_barrel,misc_barrel,crate,misc_barrel,crate,crate,outside_metal_fence_1,,military_crate,military_crate,,,,,,,,,,crate,crate,,crate,crate,crate,wooden_wall_01,,,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,bg,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,,@,house_library,house_library,house_small_library,,house_small_library,house_library,house_library,@,road_sewer_left_01,garden_dirty_1,road_sewer_right_01,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,,,
water_01,water_01,water_01,water_01,water_01,water_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_01,wooden_wall_01,misc_barrel,misc_barrel,,,,,military_crate,outside_metal_fence_1,,military_crate,military_crate,,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_top,factory_industrial_part_top,factory_industrial_part_left_02,,crate,crate,,,,,outside_wooden_door_01_close,,,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,,,,,,,,,,@,house_bench,,,,,,house_bench,@,road_sewer_left_01,bg,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
